1000 4.5668e-05
2000 0.000114563
3000 0.000208417
4000 0.000252861
5000 0.000343654
6000 0.000447821
7000 0.000461058
8000 0.00054999
9000 0.000643336
10000 0.000742458
11000 0.000875
12000 0.000988
13000 0.000951
14000 0.001023
15000 0.001193
16000 0.001236
17000 0.001315
18000 0.001417
19000 0.001522
20000 0.00167
21000 0.001917
22000 0.001882
23000 0.001974
24000 0.002087
25000 0.002214
26000 0.001986
